date,preview,rank,title,writer
,"[이데일리 경계영 기자] 키움증권(039490)은 연결 기준 2019년 영업수익을 3조570억원에서 2조7133억원으로, 영업비 …",,"
								 [시그널] 포스코케미칼 유상증자 일반청약에 2兆 쏟아져···경쟁률 '1,316대 1'
								",이데일리
,[서울경제] 포스코케미칼(003670) 의 유상증자 일반 청약에 2조 원에 가까운 뭉칫돈이 몰렸다. 미래차 시장에 대한 기대감이 …,,"
								 미래에셋운용, 홍콩 상장 ETF 순자산 2조원 돌파
								",서울경제
,[아이뉴스24 류은혁 기자] 전사적자원관리(ERP) 소프트웨어 개발업체 아이퀘스트가 코스닥시장 상장을 추진 중인 가운데 4차산업 …,,"
								 [IPO] 아이퀘스트, 소프트웨어 기반 4차산업 기업 도약
								",아이뉴스24
,"● AJ네트웍스, 캐피털 자회사 사모펀드에 판다  ▶ 네이버 메인에서 '매일경제'를 받아보세요 ▶ 궁금한 제조과정 영상으로 보세 …",,"
								 돌아온 기관·외국인…코스피 급반등
								",매일경제
,◆ 3일만에 반등한 코스피 ◆ 코스피 3000선 붕괴 위기감 속에서 코스피가 반등했다. 19일 코스피는 외국인과 기관투자가의 매 …,,"
								 '삼천피 붕괴' 공포에 개미가 던진 1조, 기관·외국인이 받았다
								",매일경제
,19일 코스피 2.61% 올라 대형주 위주로 '사자' 행렬 시총 상위권 대부분 상승 현대차 8%·기아 16% 급등 상승장 주도했 …,,"
								 ""코로나 터널 벗어날 '차화정철' 주목""
								",매일경제
,"미래에셋자산운용은 홍콩 시장에 상장한 상장지수펀드(ETF) 순자산이 2조원(21억700만 달러, 2조3000억원 수준)을 돌파했 …",,"
								 주식 장기 보유땐 소득세율 인하 검토···정부 '유동성 관리' 당근책 꺼내
								",데일리안
,[이데일리 김윤지 기자] 자연과환경(043910)은 플랜트사업체인 SGC이테크건설과 161억1100만원 규모의 ‘의정부 THE  …,,"
								 목표가 2배 뛴 LG상사…""원자재 슈퍼사이클 온다"" [박해린의 뉴스&마켓]
								",이데일리
,[서울경제] 정부가 시중에 과도하게 풀린 유동성을 흡수할 수 있는 다양한 충격 완화 방안을 내놓기로 했다. 주식을 장기 보유한  …,,"
								 주식으로 눈 돌린 20대…""팍팍한 현실 속 희망"" [스탁사피엔스 보고서]
								",서울경제
,"[한국경제TV 박해린 기자] <앵커> 박해린 증권부 기자와 함께 하는 뉴스&마켓 시간입니다. 박 기자, 오늘도 시간 관계상 빠르 …",,"
								 한국선 돈 빠지는데... 중국과 일본은 펀드 광풍
								",한국경제TV
,"노근창 현대차證 리서치센터장 오너리스크 터진 삼성전자 장기적인 투자 여전히 좋아 ◆ 3일만에 반등한 코스피 ◆ ""급하지 않은 돈 …",,"
								 [마켓인사이트] 네이버, 제주은행 인수 검토
								",매일경제
,"'주식 베스트셀러 저자' 양대천 중앙대 교수 카카오 등 성장株도 유망 ""주식살땐 재무제표 꼭 확인"" ""코로나19로 인해 업황이  …",,"
								 文 '특단의 주택공급' 예고에…건설·시멘트株 벌써 신났다
								",매일경제
,[이데일리 김윤지 기자] 글로스퍼랩스(032860)는 한국거래소의 현저한 시황변동에 대한 조회공시 요구에 대해 ‘최대주주인 명목 …,,"
								 KB운용의 'ETF 역발상'
								",이데일리
,▶ 마켓인사이트 1월 19일 오후 1시55분 네이버가 제주은행 인수를 검토하고 있다. 은행업 면허를 취득해 금융업에 직접 뛰어들 …,,"
								 코로나 뚫고 '최대 실적'…아웃백 내달 매각 재시동
								",한국경제
,은성수 금융위원장이 오는 3월 공매도 재개와 관련해 “최종 결정이 나올 때까지 기다려달라”고 말했다. “한시적 금지조치가 종료되 …,,"
								 3천 시대 열렸지만…증시 양극화 `심화` [코로나 1년…모든 게 바뀌었다]
								",한국경제
,[한국경제TV 오민지 기자] 앵커> 요즘 20대 청년들의 삶은 팍팍합니다. 일자리를 구하기 힘든데다 저금리 탓에 목돈을 마련하기 …,,"
								 국책은행-SK하이닉스, 1000억원 반도체 소부장 펀드 조성
								",한국경제TV
,[이데일리 김윤지 기자] 글로벌에스엠(900070)은 한국거래소의 현저한 시황변동에 대한 조회공시 요구에 대해 “중요한 공시 사 …,,"
								 DB금융투자, DLB·ELB·ELS 3종판매
								",이데일리
,한중일 3국 펀드시장 분석 “내가 하고 말지….” 연초부터 한국에 불어닥친 주식 직접투자 열풍 속에 간접투자 상품인 펀드엔 찬바 …,,"
								 [레이더M] 한국투자파트너스, 덴탈케어 '비비씨' 투자금 전량 회수
								",조선일보
,HDC현산 하루새 8.9% 급등 현대·GS·대우건설 일제히 상승 부동산 규제완화에 공급 기대감 후방사업 시멘트株에도 온기 한일현 …,,"
								 ""中경제 올라타자"" 중화펀드로 자금 쏠린다
								",매일경제
,이현승 KB자산운용 사장은 상장지수펀드(ETF) 예찬론자다. 그가 올해 단독 대표로 부임한 직후 조직을 개편했다. 기존 패시브솔 …,,"
								 건설 이어 시멘트주도 '들썩'
								",한국경제
,[이데일리 김윤지 기자] 나인테크(267320)는 운영자금 119억원과 채무상환 자금 51억원 조달을 위해 무기명식 이권부 무보 …,,"
								 애플카 생산설에…기아차, 9년 만에 8만원 넘었다
								",이데일리
,[한국경제TV 방서후 기자] <앵커> 코로나19는 우리 증시의 앞자리 숫자도 바꿔 놓았습니다. `동학 개미 운동`이라는 신조어를 …,,"
								  라온피플, 카카오VX에 골프센서 공급 재개
								",한국경제TV
,산업은행·수출입은행 등 국책은행과 SK하이닉스가 1000억원 규모 반도체 소부장(소재·부품·장비) 펀드 조성에 합의했다. 금융위 …,,"
								 [스톡Why] 아이퀘스트, 공모가 어떻게 산정했나
								",조선일보
,[이데일리 김윤지 기자] 대호피앤씨(021040)는 지난해 개별 기준 영업손실 77억7382만6846원을 기록해 전년 동기 대비 …,,"
								 기관 간 레포 거래금액 2.2경…전년比 10.1%↑
								",이데일리
,"[파이낸셜뉴스] DB금융투자는 오는 22일까지 CD(91일물) 최종호가수익률을 기초자산으로 하는 기타파생결합사채(DLB), KO …",,"
								 공매도 재개 여부 더 '안갯속'…다음달에나 결론
								",파이낸셜뉴스
